Time,Temperature,Humidity,Wind Speed,Pressure,Precip.,Condition,Date
20,24,46,14,30.3,0,Fair,2018-02-05
21,23,48,9,30.3,0,Fair,2018-02-05
22,22,51,9,30.3,0,Fair,2018-02-05
23,22,51,10,30.3,0,Fair,2018-02-05
0,22,51,8,30.3,0,Fair,2018-02-06
1,23,50,5,30.3,0,Mostly Cloudy,2018-02-06
2,24,51,6,30.3,0,Mostly Cloudy,2018-02-06
3,24,55,5,30.3,0,Cloudy,2018-02-06
4,25,49,9,30.3,0,Cloudy,2018-02-06
5,26,49,8,30.4,0,Cloudy,2018-02-06
6,27,45,9,30.4,0,Cloudy,2018-02-06
7,27,61,13,30.4,0,Light Snow,2018-02-06
8,28,69,10,30.4,0,Light Snow,2018-02-06
9,30,61,13,30.3,0,Cloudy,2018-02-06
10,32,61,10,30.3,0,Mostly Cloudy,2018-02-06
11,32,61,8,30.3,0,Mostly Cloudy,2018-02-06
12,32,61,9,30.3,0,Cloudy,2018-02-06
13,32,61,9,30.3,0,Mostly Cloudy,2018-02-06
14,32,56,10,30.4,0,Partly Cloudy,2018-02-06
15,32,59,7,30.4,0,Partly Cloudy,2018-02-06
16,32,56,8,30.4,0,Fair,2018-02-06
17,31,59,5,30.5,0,Fair,2018-02-06
18,30,61,6,30.5,0,Fair,2018-02-06
19,30,59,6,30.5,0,Fair,2018-02-06
21,28,58,8,30.5,0,Fair,2018-02-06
22,27,58,6,30.5,0,Fair,2018-02-06
23,26,60,7,30.5,0,Fair,2018-02-06
0,25,63,5,30.5,0,Fair,2018-02-07
1,26,60,5,30.5,0,Fair,2018-02-07
2,25,66,3,30.5,0,Fair,2018-02-07
3,25,63,6,30.5,0,Cloudy,2018-02-07
4,26,63,8,30.5,0,Cloudy,2018-02-07
5,27,66,7,30.5,0,Cloudy,2018-02-07
6,30,72,5,30.4,0,Cloudy,2018-02-07
7,33,75,0,30.4,0,Light Snow,2018-02-07
8,32,82,7,30.3,0,Light Snow,2018-02-07
9,32,100,10,30.2,0.1,Snow,2018-02-07
10,33,96,8,30.1,0.1,Light Snow,2018-02-07
11,33,100,3,30.1,0.1,Rain,2018-02-07
12,34,100,5,30,0.1,Rain,2018-02-07
13,35,96,6,29.9,0.1,Light Rain,2018-02-07
14,35,100,8,29.9,0,Light Rain,2018-02-07
15,34,100,6,29.8,0,Fog,2018-02-07
16,42,96,18,29.8,0.1,Heavy Rain,2018-02-07
17,36,93,15,29.8,0,Light Rain,2018-02-07
18,34,92,9,29.9,0,Light Rain,2018-02-07
19,34,92,10,29.9,0,Wintry Mix,2018-02-07
20,34,89,15,29.9,0,Cloudy,2018-02-07
21,33,72,16,30,0,Mostly Cloudy,2018-02-07
22,31,72,16,30,0,Cloudy,2018-02-07
23,30,69,18,30,0,Cloudy,2018-02-07
0,29,69,12,30.1,0,Mostly Cloudy,2018-02-08
1,28,69,16,30.1,0,Cloudy,2018-02-08
2,26,66,12,30.1,0,Cloudy,2018-02-08
3,24,60,23,30.2,0,Mostly Cloudy - Windy,2018-02-08
4,23,63,14,30.2,0,Mostly Cloudy,2018-02-08
5,24,60,16,30.3,0,Fair,2018-02-08
6,26,58,13,30.3,0,Fair,2018-02-08
7,27,56,14,30.3,0,Fair,2018-02-08
8,28,56,10,30.3,0,Partly Cloudy,2018-02-08
9,28,56,14,30.2,0,Partly Cloudy,2018-02-08
10,28,58,14,30.2,0,Partly Cloudy,2018-02-08
11,29,56,10,30.2,0,Partly Cloudy,2018-02-08
12,29,56,10,30.2,0,Fair,2018-02-08
13,28,56,10,30.3,0,Fair,2018-02-08
14,28,56,9,30.3,0,Partly Cloudy,2018-02-08
15,28,58,12,30.3,0,Fair,2018-02-08
16,28,56,10,30.3,0,Partly Cloudy,2018-02-08
17,26,58,14,30.4,0,Mostly Cloudy,2018-02-08
18,25,60,12,30.4,0,Mostly Cloudy,2018-02-08
19,25,60,13,30.4,0,Partly Cloudy,2018-02-08
20,25,58,12,30.4,0,Partly Cloudy,2018-02-08
21,24,60,12,30.4,0,Fair,2018-02-08
22,24,60,12,30.4,0,Fair,2018-02-08
23,24,57,12,30.4,0,Fair,2018-02-08
0,24,57,15,30.4,0,Fair,2018-02-09
1,23,60,10,30.5,0,Fair,2018-02-09
2,23,60,15,30.5,0,Fair,2018-02-09
3,22,63,9,30.5,0,Fair,2018-02-09
4,24,57,9,30.5,0,Fair,2018-02-09
5,25,53,12,30.5,0,Partly Cloudy,2018-02-09
6,27,51,12,30.5,0,Mostly Cloudy,2018-02-09
7,28,47,12,30.5,0,Mostly Cloudy,2018-02-09
8,30,41,12,30.5,0,Mostly Cloudy,2018-02-09
9,30,45,9,30.5,0,Cloudy,2018-02-09
10,31,43,9,30.5,0,Cloudy,2018-02-09
11,32,44,12,30.5,0,Mostly Cloudy,2018-02-09
12,32,48,13,30.5,0,Cloudy,2018-02-09
13,31,52,13,30.5,0,Cloudy,2018-02-09
14,30,54,9,30.5,0,Cloudy,2018-02-09
15,31,54,13,30.5,0,Cloudy,2018-02-09
16,30,59,14,30.5,0,Cloudy,2018-02-09
17,30,64,14,30.5,0,Cloudy,2018-02-09
18,30,69,9,30.4,0,Cloudy,2018-02-09
19,30,75,12,30.4,0,Cloudy,2018-02-09
20,31,79,10,30.4,0,Cloudy,2018-02-09
21,31,82,10,30.4,0,Cloudy,2018-02-09
22,31,85,7,30.4,0,Fair,2018-02-09
23,32,85,7,30.4,0,Fair,2018-02-09
0,33,89,5,30.3,0,Fair,2018-02-10
1,34,85,6,30.3,0,Mostly Cloudy,2018-02-10
2,37,89,12,30.3,0,Cloudy,2018-02-10
3,36,97,7,30.3,0,Cloudy,2018-02-10
5,40,93,8,30.3,0,Cloudy,2018-02-10
6,42,92,0,30.3,0,Cloudy,2018-02-10
7,47,83,7,30.3,0,Mostly Cloudy,2018-02-10
8,51,77,14,30.2,0,Mostly Cloudy,2018-02-10
9,52,74,14,30.2,0,Cloudy,2018-02-10
10,51,77,10,30.2,0,Cloudy,2018-02-10
11,51,77,12,30.1,0,Cloudy,2018-02-10
12,50,80,9,30.1,0,Cloudy,2018-02-10
13,49,83,10,30.1,0,Cloudy,2018-02-10
14,47,90,12,30.1,0,Cloudy,2018-02-10
15,49,90,12,30.1,0,Light Rain,2018-02-10
16,47,97,12,30.1,0,Cloudy,2018-02-10
17,46,100,8,30.1,0,Cloudy,2018-02-10
18,46,96,5,30,0,Light Rain,2018-02-10
19,46,96,7,30,0.1,Rain,2018-02-10
20,49,97,5,30,0.1,Rain,2018-02-10
20,48,100,6,30,0,Rain,2018-02-10
21,46,100,7,30,0.1,Light Rain,2018-02-10
22,46,100,6,30,0,Light Rain,2018-02-10
23,48,96,7,30,0,Light Rain,2018-02-10
0,47,97,6,30,0,Light Rain,2018-02-11
1,46,100,3,30,0,Light Rain,2018-02-11
2,45,97,3,30.1,0,Light Rain,2018-02-11
3,44,100,5,30.1,0.1,Light Rain,2018-02-11
4,41,100,10,30.1,0,Light Rain,2018-02-11
5,40,97,8,30.1,0,Light Rain,2018-02-11
6,39,96,9,30.1,0,Light Rain,2018-02-11
7,38,97,7,30.1,0.1,Rain,2018-02-11
8,38,97,9,30.1,0,Light Rain,2018-02-11
9,38,97,9,30,0.1,Rain,2018-02-11
10,39,96,9,30,0.1,Rain,2018-02-11
11,39,93,13,29.9,0,Light Rain,2018-02-11
12,39,96,9,29.9,0,Light Rain,2018-02-11
13,40,97,6,29.9,0.1,Light Rain,2018-02-11
14,40,100,6,29.9,0,Light Rain,2018-02-11
15,40,100,6,29.9,0,Light Rain,2018-02-11
16,39,96,5,29.9,0,Light Rain,2018-02-11
17,38,97,9,29.9,0,Fog,2018-02-11
18,38,100,7,29.9,0,Fog,2018-02-11
19,38,97,6,29.9,0,Fog,2018-02-11
20,38,93,3,29.9,0,Fog,2018-02-11
20,38,97,0,29.9,0,Fog,2018-02-11
21,38,97,0,29.9,0,Fog,2018-02-11
22,37,100,0,29.9,0,Fog,2018-02-11
23,38,100,0,29.9,0,Fog,2018-02-11
0,40,97,8,29.9,0,Fog,2018-02-12
1,43,97,14,29.9,0,Cloudy,2018-02-12
2,47,83,12,30,0,Cloudy,2018-02-12
3,46,76,15,30.1,0,Mostly Cloudy,2018-02-12
4,43,80,13,30.1,0,Cloudy,2018-02-12
5,44,71,12,30.1,0,Cloudy,2018-02-12
6,43,60,14,30.2,0,Fair,2018-02-12
7,42,58,13,30.2,0,Cloudy,2018-02-12
8,42,53,10,30.2,0,Cloudy,2018-02-12
9,42,45,16,30.2,0,Cloudy,2018-02-12
10,42,41,15,30.3,0,Mostly Cloudy,2018-02-12
11,43,37,14,30.3,0,Mostly Cloudy,2018-02-12
12,43,34,13,30.3,0,Partly Cloudy,2018-02-12
13,41,33,10,30.4,0,Mostly Cloudy,2018-02-12
14,40,33,10,30.4,0,Partly Cloudy,2018-02-12
15,38,38,10,30.5,0,Fair,2018-02-12
16,37,36,12,30.5,0,Fair,2018-02-12
17,36,39,9,30.5,0,Fair,2018-02-12
18,34,42,7,30.5,0,Fair,2018-02-12
19,33,43,12,30.6,0,Fair,2018-02-12
20,33,42,14,30.6,0,Fair,2018-02-12
21,31,47,10,30.6,0,Fair,2018-02-12
22,29,47,10,30.6,0,Fair,2018-02-12
23,28,47,10,30.7,0,Fair,2018-02-12
0,27,49,13,30.7,0,Fair,2018-02-13
1,26,51,10,30.7,0,Fair,2018-02-13
2,26,49,10,30.7,0,Fair,2018-02-13
3,25,55,8,30.8,0,Partly Cloudy,2018-02-13
4,25,51,14,30.8,0,Partly Cloudy,2018-02-13
5,26,47,10,30.8,0,Mostly Cloudy,2018-02-13
6,27,43,7,30.8,0,Mostly Cloudy,2018-02-13
7,29,36,10,30.8,0,Mostly Cloudy,2018-02-13
8,31,38,7,30.8,0,Mostly Cloudy,2018-02-13
9,29,45,10,30.8,0,Partly Cloudy,2018-02-13
10,29,45,8,30.8,0,Partly Cloudy,2018-02-13
11,28,51,9,30.7,0,Partly Cloudy,2018-02-13
12,28,53,8,30.7,0,Mostly Cloudy,2018-02-13
13,28,58,8,30.7,0,Mostly Cloudy,2018-02-13
14,28,63,10,30.7,0,Mostly Cloudy,2018-02-13
15,28,66,15,30.7,0,Mostly Cloudy,2018-02-13
16,28,69,13,30.7,0,Fair,2018-02-13
17,28,69,10,30.7,0,Fair,2018-02-13
18,28,69,9,30.6,0,Fair,2018-02-13
19,28,66,8,30.6,0,Fair,2018-02-13
20,28,63,9,30.6,0,Fair,2018-02-13
21,28,69,8,30.5,0,Fair,2018-02-13
22,28,69,10,30.5,0,Partly Cloudy,2018-02-13
23,28,75,7,30.5,0,Mostly Cloudy,2018-02-13
0,29,75,10,30.4,0,Fair,2018-02-14
1,28,81,8,30.4,0,Mostly Cloudy,2018-02-14
2,30,80,8,30.4,0,Cloudy,2018-02-14
3,32,82,10,30.4,0,Cloudy,2018-02-14
4,33,82,9,30.3,0,Cloudy,2018-02-14
5,34,85,10,30.3,0,Cloudy,2018-02-14
6,38,79,14,30.3,0,Mostly Cloudy,2018-02-14
7,40,73,14,30.2,0,Partly Cloudy,2018-02-14
8,44,65,16,30.2,0,Partly Cloudy,2018-02-14
9,46,63,16,30.1,0,Fair,2018-02-14
10,47,63,17,30.1,0,Fair,2018-02-14
11,47,63,20,30.1,0,Fair,2018-02-14
12,47,61,17,30.1,0,Fair,2018-02-14
13,46,63,13,30,0,Fair,2018-02-14
14,46,61,10,30,0,Fair,2018-02-14
15,45,63,8,30,0,Fair,2018-02-14
16,42,67,7,30,0,Fair,2018-02-14
17,42,70,9,30,0,Fair,2018-02-14
18,42,73,9,30,0,Fair,2018-02-14
19,40,77,9,30,0,Fair,2018-02-14
20,39,79,10,30,0,Partly Cloudy,2018-02-14
21,38,83,9,30,0,Mostly Cloudy,2018-02-14
22,37,86,8,30,0,Mostly Cloudy,2018-02-14
23,38,86,6,29.9,0,Mostly Cloudy,2018-02-14
0,39,86,6,29.9,0,Cloudy,2018-02-15
1,37,89,8,29.9,0,Mostly Cloudy,2018-02-15
2,36,97,5,29.9,0,Mostly Cloudy,2018-02-15
3,38,93,0,29.9,0,Mostly Cloudy,2018-02-15
4,39,100,5,29.9,0,Cloudy,2018-02-15
5,41,96,7,29.9,0,Fog,2018-02-15
6,43,97,7,29.9,0,Cloudy,2018-02-15
7,45,93,13,29.8,0,Mostly Cloudy,2018-02-15
8,45,93,7,29.8,0,Cloudy,2018-02-15
9,46,89,9,29.8,0,Cloudy,2018-02-15
10,46,93,12,29.7,0,Light Rain,2018-02-15
11,48,89,12,29.7,0,Cloudy,2018-02-15
12,48,93,10,29.7,0,Cloudy,2018-02-15
13,48,93,9,29.7,0,Cloudy,2018-02-15
14,49,93,13,29.7,0,Mostly Cloudy,2018-02-15
15,48,96,14,29.7,0,Cloudy,2018-02-15
16,48,96,9,29.7,0,Cloudy,2018-02-15
17,48,93,13,29.6,0,Cloudy,2018-02-15
18,48,96,7,29.6,0,Cloudy,2018-02-15
19,46,100,5,29.6,0,Cloudy,2018-02-15
20,46,96,8,29.6,0,Cloudy,2018-02-15
21,46,96,6,29.6,0,Cloudy,2018-02-15
22,43,97,3,29.6,0,Cloudy,2018-02-15
23,45,100,5,29.5,0,Cloudy,2018-02-15
0,48,93,6,29.5,0,Cloudy,2018-02-16
1,45,97,0,29.5,0,Cloudy,2018-02-16
2,49,93,6,29.5,0,Light Rain,2018-02-16
